product,handle,jewellery,position,width,height,ratio,is_hero,under_800px,url
Petite Pavé Band,petite-pave-band,True,2,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/petite-pave-band-1.jpg
Petite Pavé Band,petite-pave-band,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b14_4f4203e9-c909-4f02-943d-26a63d84874d.jpg
First Light Set,first-light-set,False,1,1649,1649,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/first-light-set-0_2ac00b30-2c62-45f5-a55b-000ea726002b.jpg
First Light Set,first-light-set,False,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/first-light-set-1.jpg
First Light Set,first-light-set,False,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b13_a87c1294-2b6b-4edf-9165-1050d133780c.jpg
First Light Set,first-light-set,False,4,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/first-light-set-2.jpg
First Light Set,first-light-set,False,5,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/first-light-set-3.jpg
First Light Set,first-light-set,False,6,1649,2048,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/first-light-set-4.jpg
Clover Charm Necklace,clover-charm-necklace,True,1,896,896,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/clover-charm-necklace-0_60fd02ce-f2ff-44ce-a275-f30faaf8b350.jpg
Clover Charm Necklace,clover-charm-necklace,True,2,896,1200,3:4,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/clover-charm-necklace-1.jpg
Clover Charm Necklace,clover-charm-necklace,True,3,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b1_2bb060d9-6ebe-466b-aabe-e515cf05bba3.jpg
Lumière Oval Necklace,lumiere-oval-necklace,True,1,2048,2048,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211043_3c63d783-9dc6-47e2-be96-6eec3f506709.png
Lumière Oval Necklace,lumiere-oval-necklace,True,2,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211042_f044fba5-4068-477d-bc22-1a24b3d4aa1e.png
Lumière Oval Necklace,lumiere-oval-necklace,True,3,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211042_8828b64e-a588-46c4-96c3-5cdd2eeff282.png
Lumière Oval Necklace,lumiere-oval-necklace,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b11_7d9e02fe-e23a-4b44-9137-7d6c15a1fd1f.jpg
Lumière Oval Bracelet,lumiere-oval-bracelet,True,1,2048,2048,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211041_19e84071-ec11-4410-a655-b97d8ba0d656.png
Lumière Oval Bracelet,lumiere-oval-bracelet,True,2,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211041_fc236d1a-b3b6-4bc4-8d96-2c8db3903cdc.png
Lumière Oval Bracelet,lumiere-oval-bracelet,True,3,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211042_d151cc52-1489-468e-92a7-9a650e29e6b3.png
Lumière Oval Bracelet,lumiere-oval-bracelet,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b2_8432f2b1-bd17-40a1-a3aa-c1227cbc09ae.jpg
Serpentine Whisper Chain — Silver,serpentine-whisper-chain-silver,True,1,2048,2048,1:1,True,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211552_60eab886-839f-4492-95a3-042c70cd96b7.png
Serpentine Whisper Chain — Silver,serpentine-whisper-chain-silver,True,2,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211552_3848381a-9e8a-4a96-acae-c7051d07f8eb.png
Serpentine Whisper Chain — Silver,serpentine-whisper-chain-silver,True,3,2048,2048,1:1,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/hf_20260829_211553_72295b21-0b99-4747-a2b4-e38a92d330a1.png
Serpentine Whisper Chain — Silver,serpentine-whisper-chain-silver,True,4,1856,2304,4:5,False,False,https://cdn.shopify.com/s/files/1/0680/9606/5698/files/naira-packaging-b13_844d96c7-320f-45b7-b85c-bbd0c8fe34f1.jpg
